soc_code,onet_soc_code,occupation_title,software_or_tool,software_category,hot_technology,in_demand,rank
25-2031,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",PowerSchool SIS,Data base user interface and query software,N,N,20
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Autodesk AutoCAD Civil 3D,Computer aided design CAD software,Y,N,1
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Google Docs,Word processing software,Y,N,2
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Excel,Spreadsheet software,Y,N,3
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Office software,Office suite software,Y,N,4
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Outlook,Electronic mail software,Y,N,5
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft PowerPoint,Presentation software,Y,N,6
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Word,Word processing software,Y,N,7
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Blackboard Learn,Computer based training software,N,N,8
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Collaborative editing software,Word processing software,N,N,9
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Course management system software,Computer based training software,N,N,10
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",DOC Cop,Information retrieval or search software,N,N,11
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Desire2Learn LMS software,Computer based training software,N,N,12
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Edmodo,Desktop communications software,N,N,13
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Edpuzzle,Multi-media educational software,N,N,14
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Email software,Electronic mail software,N,N,15
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Image scanning software,Optical character reader OCR or scanning software,N,N,16
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Kahoot!,Multi-media educational software,N,N,17
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Learning management system LMS,Computer based training software,N,N,18
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Padlet,Computer based training software,N,N,19
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Sakai CLE,Computer based training software,N,N,20
25-2051,25-2051.00,"Special Education Teachers, Preschool",Microsoft Excel,Spreadsheet software,Y,N,1
25-2051,25-2051.00,"Special Education Teachers, Preschool",Microsoft Office software,Office suite software,Y,N,2
25-2051,25-2051.00,"Special Education Teachers, Preschool",Microsoft Outlook,Electronic mail software,Y,N,3
25-2051,25-2051.00,"Special Education Teachers, Preschool",Microsoft PowerPoint,Presentation software,Y,N,4
25-2051,25-2051.00,"Special Education Teachers, Preschool",Microsoft Word,Word processing software,Y,N,5
25-2051,25-2051.00,"Special Education Teachers, Preschool",American Sign Language Browser,Data base user interface and query software,N,N,6
25-2051,25-2051.00,"Special Education Teachers, Preschool",Children's educational software,Computer based training software,N,N,7
25-2051,25-2051.00,"Special Education Teachers, Preschool",Drawing software,Graphics or photo imaging software,N,N,8
25-2051,25-2051.00,"Special Education Teachers, Preschool",Email software,Electronic mail software,N,N,9
25-2051,25-2051.00,"Special Education Teachers, Preschool",Screen magnification software,Device drivers or system software,N,N,10
25-2051,25-2051.00,"Special Education Teachers, Preschool",Screen reader software,Device drivers or system software,N,N,11
25-2051,25-2051.00,"Special Education Teachers, Preschool",Web browser software,Internet browser software,N,N,12
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Excel,Spreadsheet software,Y,N,1
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Office software,Office suite software,Y,N,2
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Outlook,Electronic mail software,Y,N,3
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft PowerPoint,Presentation software,Y,N,4
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Word,Word processing software,Y,N,5
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",American Sign Language Browser,Data base user interface and query software,N,N,6
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Children's educational software,Computer based training software,N,N,7
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Drawing software,Graphics or photo imaging software,N,N,8
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",EasyCBM,Computer based training software,N,N,9
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Email software,Electronic mail software,N,N,10
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Individualized Educational Program IEP software,Data base user interface and query software,N,N,11
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Nuance Dragon NaturallySpeaking,Voice recognition software,N,N,12
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Rethink Ed,Computer based training software,N,N,13
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Scientific Learning Fast ForWord,Computer based training software,N,N,14
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Screen magnification software,Device drivers or system software,N,N,15
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Screen reader software,Device drivers or system software,N,N,16
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Synapse outSPOKEN,Device drivers or system software,N,N,17
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",The vOICe Learning Edition,Device drivers or system software,N,N,18
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Voice activated software,Voice recognition software,N,N,19
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Web browser software,Internet browser software,N,N,20
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Excel,Spreadsheet software,Y,N,1
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Office software,Office suite software,Y,N,2
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Outlook,Electronic mail software,Y,N,3
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Microsoft PowerPoint,Presentation software,Y,N,4
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Word,Word processing software,Y,N,5
25-2056,25-2056.00,"Special Education Teachers, Elementary School",American Sign Language Browser,Data base user interface and query software,N,N,6
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Children's educational software,Computer based training software,N,N,7
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Drawing software,Graphics or photo imaging software,N,N,8
25-2056,25-2056.00,"Special Education Teachers, Elementary School",EasyCBM,Computer based training software,N,N,9
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Email software,Electronic mail software,N,N,10
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Individualized Educational Program IEP software,Data base user interface and query software,N,N,11
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Nuance Dragon NaturallySpeaking,Voice recognition software,N,N,12
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Rethink Ed,Computer based training software,N,N,13
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Scientific Learning Fast ForWord,Computer based training software,N,N,14
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Screen magnification software,Device drivers or system software,N,N,15
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Screen reader software,Device drivers or system software,N,N,16
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Synapse outSPOKEN,Device drivers or system software,N,N,17
25-2056,25-2056.00,"Special Education Teachers, Elementary School",The vOICe Learning Edition,Device drivers or system software,N,N,18
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Voice activated software,Voice recognition software,N,N,19
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Web browser software,Internet browser software,N,N,20
25-2057,25-2057.00,"Special Education Teachers, Middle School",Apple macOS,Operating system software,Y,N,1
25-2057,25-2057.00,"Special Education Teachers, Middle School",Microsoft Excel,Spreadsheet software,Y,N,2
25-2057,25-2057.00,"Special Education Teachers, Middle School",Microsoft Office software,Office suite software,Y,N,3
25-2057,25-2057.00,"Special Education Teachers, Middle School",Microsoft Outlook,Electronic mail software,Y,N,4
25-2057,25-2057.00,"Special Education Teachers, Middle School",Microsoft PowerPoint,Presentation software,Y,N,5
25-2057,25-2057.00,"Special Education Teachers, Middle School",Microsoft SharePoint,Document management software,Y,N,6
25-2057,25-2057.00,"Special Education Teachers, Middle School",Microsoft Word,Word processing software,Y,N,7
25-2057,25-2057.00,"Special Education Teachers, Middle School",Blackboard software,Data base user interface and query software,N,N,8
25-2057,25-2057.00,"Special Education Teachers, Middle School",Common Curriculum,Computer based training software,N,N,9
25-2057,25-2057.00,"Special Education Teachers, Middle School",EasyCBM,Computer based training software,N,N,10
25-2057,25-2057.00,"Special Education Teachers, Middle School",Email software,Electronic mail software,N,N,11
25-2057,25-2057.00,"Special Education Teachers, Middle School",Flipgrid,Video creation and editing software,N,N,12
25-2057,25-2057.00,"Special Education Teachers, Middle School",Google Classroom,Project management software,N,N,13
25-2057,25-2057.00,"Special Education Teachers, Middle School",Hand held spell checkers,Spell checkers,N,N,14
25-2057,25-2057.00,"Special Education Teachers, Middle School",Padlet,Computer based training software,N,N,15
25-2057,25-2057.00,"Special Education Teachers, Middle School",Pear Deck,Presentation software,N,N,16
25-2057,25-2057.00,"Special Education Teachers, Middle School",Schoology,Computer based training software,N,N,17
25-2057,25-2057.00,"Special Education Teachers, Middle School",Screen magnification software,Device drivers or system software,N,N,18
25-2057,25-2057.00,"Special Education Teachers, Middle School",Screen reader software,Device drivers or system software,N,N,19
25-2057,25-2057.00,"Special Education Teachers, Middle School",Seesaw,Multi-media educational software,N,N,20
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Excel,Spreadsheet software,Y,Y,1
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Outlook,Electronic mail software,Y,Y,2
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Adobe Acrobat,Document management software,Y,N,3
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Adobe Illustrator,Graphics or photo imaging software,Y,N,4
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Adobe InDesign,Desktop publishing software,Y,N,5
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Adobe Photoshop,Graphics or photo imaging software,Y,N,6
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Facebook,Web page creation and editing software,Y,N,7
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Access,Data base user interface and query software,Y,N,8
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Office software,Office suite software,Y,N,9
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft PowerPoint,Presentation software,Y,N,10
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft SharePoint,Document management software,Y,N,11
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Word,Word processing software,Y,N,12
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Email software,Electronic mail software,N,N,13
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Hand held spell checkers,Spell checkers,N,N,14
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Screen magnification software,Device drivers or system software,N,N,15
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Screen reader software,Device drivers or system software,N,N,16
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Text to speech software,Computer based training software,N,N,17
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Video editing software,Video creation and editing software,N,N,18
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Voice activated software,Voice recognition software,N,N,19
25-2058,25-2058.00,"Special Education Teachers, Secondary School",Web browser software,Internet browser software,N,N,20
25-2059,25-2059.01,Adapted Physical Education Specialists,Facebook,Web page creation and editing software,Y,N,1
25-2059,25-2059.01,Adapted Physical Education Specialists,Microsoft Excel,Spreadsheet software,Y,N,2
25-2059,25-2059.01,Adapted Physical Education Specialists,Microsoft Office software,Office suite software,Y,N,3
25-2059,25-2059.01,Adapted Physical Education Specialists,Microsoft Outlook,Electronic mail software,Y,N,4
25-2059,25-2059.01,Adapted Physical Education Specialists,Microsoft PowerPoint,Presentation software,Y,N,5
25-2059,25-2059.01,Adapted Physical Education Specialists,Microsoft Word,Word processing software,Y,N,6
25-2059,25-2059.01,Adapted Physical Education Specialists,Database software,Data base user interface and query software,N,N,7
25-2059,25-2059.01,Adapted Physical Education Specialists,Email software,Electronic mail software,N,N,8
25-2059,25-2059.01,Adapted Physical Education Specialists,Individualized Educational Program IEP software,Data base user interface and query software,N,N,9
25-2059,25-2059.01,Adapted Physical Education Specialists,Student record software,Data base user interface and query software,N,N,10
25-2059,25-2059.01,Adapted Physical Education Specialists,Web browser software,Internet browser software,N,N,11
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Excel,Spreadsheet software,Y,Y,1
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Office software,Office suite software,Y,Y,2
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adobe Photoshop,Graphics or photo imaging software,Y,N,3
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Facebook,Web page creation and editing software,Y,N,4
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Google Workspace software,Office suite software,Y,N,5
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Outlook,Electronic mail software,Y,N,6
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft PowerPoint,Presentation software,Y,N,7
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Word,Word processing software,Y,N,8
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",SAP software,Enterprise resource planning ERP software,Y,N,9
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Zoom,Video conferencing software,Y,N,10
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Blackboard software,Computer based training software,N,N,11
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Computerized testing software,Computer based training software,N,N,12
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Edmodo,Desktop communications software,N,N,13
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Edpuzzle,Multi-media educational software,N,N,14
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Educational software,Computer based training software,N,N,15
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Google Classroom,Project management software,N,N,16
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Kahoot!,Multi-media educational software,N,N,17
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Learning management system LMS,Computer based training software,N,N,18
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Microsoft Publisher,Desktop publishing software,N,N,19
25-3011,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Quizlet,Computer based training software,N,N,20
25-3021,25-3021.00,Self-Enrichment Teachers,Adobe Acrobat,Document management software,Y,N,1
25-3021,25-3021.00,Self-Enrichment Teachers,Adobe Photoshop,Graphics or photo imaging software,Y,N,2
25-3021,25-3021.00,Self-Enrichment Teachers,Hypertext markup language HTML,Web platform development software,Y,N,3
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft Access,Data base user interface and query software,Y,N,4
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft Excel,Spreadsheet software,Y,N,5
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft Office software,Office suite software,Y,N,6
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft PowerPoint,Presentation software,Y,N,7
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft Word,Word processing software,Y,N,8
25-3021,25-3021.00,Self-Enrichment Teachers,Adobe Dreamweaver,Web page creation and editing software,N,N,9
25-3021,25-3021.00,Self-Enrichment Teachers,Blackboard software,Data base user interface and query software,N,N,10
25-3021,25-3021.00,Self-Enrichment Teachers,Corel Paint Shop Pro,Graphics or photo imaging software,N,N,11
25-3021,25-3021.00,Self-Enrichment Teachers,Educational software,Computer based training software,N,N,12
25-3021,25-3021.00,Self-Enrichment Teachers,Email software,Electronic mail software,N,N,13
25-3021,25-3021.00,Self-Enrichment Teachers,Google Classroom,Project management software,N,N,14
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft Internet Explorer,Internet browser software,N,N,15
25-3021,25-3021.00,Self-Enrichment Teachers,Microsoft Windows Movie Maker,Video creation and editing software,N,N,16
25-3021,25-3021.00,Self-Enrichment Teachers,Nearpod,Multi-media educational software,N,N,17
25-3021,25-3021.00,Self-Enrichment Teachers,Schoology,Computer based training software,N,N,18
25-3021,25-3021.00,Self-Enrichment Teachers,Video editing software,Video creation and editing software,N,N,19
25-3021,25-3021.00,Self-Enrichment Teachers,Web browser software,Internet browser software,N,N,20
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Microsoft Excel,Spreadsheet software,Y,N,1
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Microsoft Office software,Office suite software,Y,N,2
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Microsoft Outlook,Electronic mail software,Y,N,3
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Common Curriculum,Computer based training software,N,N,4
25-3031,25-3031.00,"Substitute Teachers, Short-Term",EasyCBM,Computer based training software,N,N,5
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Edmodo,Desktop communications software,N,N,6
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Flipgrid,Video creation and editing software,N,N,7
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Google Classroom,Project management software,N,N,8
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Google Meet,Video conferencing software,N,N,9
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Instructure Canvas,Computer based training software,N,N,10
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Moodle,Computer based training software,N,N,11
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Nearpod,Multi-media educational software,N,N,12
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Schoology,Computer based training software,N,N,13
25-3031,25-3031.00,"Substitute Teachers, Short-Term",Seesaw,Multi-media educational software,N,N,14
25-3041,25-3041.00,Tutors,Facebook,Web page creation and editing software,Y,N,1
25-3041,25-3041.00,Tutors,Microsoft Excel,Spreadsheet software,Y,N,2
25-3041,25-3041.00,Tutors,Microsoft Office software,Office suite software,Y,N,3
25-3041,25-3041.00,Tutors,Microsoft PowerPoint,Presentation software,Y,N,4
25-3041,25-3041.00,Tutors,Microsoft Word,Word processing software,Y,N,5
25-3041,25-3041.00,Tutors,Zoom,Video conferencing software,Y,N,6
25-3041,25-3041.00,Tutors,Academic educational software,Computer based training software,N,N,7
25-3041,25-3041.00,Tutors,Appointment scheduling software,Calendar and scheduling software,N,N,8
25-3041,25-3041.00,Tutors,Blackboard software,Data base user interface and query software,N,N,9
25-3041,25-3041.00,Tutors,Database software,Data base user interface and query software,N,N,10
25-3041,25-3041.00,Tutors,Desmos,Analytical or scientific software,N,N,11
25-3041,25-3041.00,Tutors,Edpuzzle,Multi-media educational software,N,N,12
25-3041,25-3041.00,Tutors,Email software,Electronic mail software,N,N,13
25-3041,25-3041.00,Tutors,Flipgrid,Video creation and editing software,N,N,14
25-3041,25-3041.00,Tutors,Google Classroom,Project management software,N,N,15
25-3041,25-3041.00,Tutors,Google Drive,Cloud-based data access and sharing software,N,N,16
25-3041,25-3041.00,Tutors,Google Meet,Video conferencing software,N,N,17
25-3041,25-3041.00,Tutors,Moodle,Computer based training software,N,N,18
25-3041,25-3041.00,Tutors,Nearpod,Multi-media educational software,N,N,19
25-3041,25-3041.00,Tutors,Redrock Software TutorTrac,Data base user interface and query software,N,N,20
25-4011,25-4011.00,Archivists,Microsoft Excel,Spreadsheet software,Y,Y,1
25-4011,25-4011.00,Archivists,Microsoft Office software,Office suite software,Y,Y,2
25-4011,25-4011.00,Archivists,Microsoft Outlook,Electronic mail software,Y,Y,3
25-4011,25-4011.00,Archivists,Archivists' Toolkit,Data base user interface and query software,N,Y,4
25-4011,25-4011.00,Archivists,Adobe Acrobat,Document management software,Y,N,5
25-4011,25-4011.00,Archivists,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,6
25-4011,25-4011.00,Archivists,Adobe Illustrator,Graphics or photo imaging software,Y,N,7
25-4011,25-4011.00,Archivists,Adobe InDesign,Desktop publishing software,Y,N,8
25-4011,25-4011.00,Archivists,Adobe Photoshop,Graphics or photo imaging software,Y,N,9
25-4011,25-4011.00,Archivists,Extensible markup language XML,Enterprise application integration software,Y,N,10
25-4011,25-4011.00,Archivists,Hypertext markup language HTML,Web platform development software,Y,N,11
25-4011,25-4011.00,Archivists,Microsoft Access,Data base user interface and query software,Y,N,12
25-4011,25-4011.00,Archivists,Microsoft PowerPoint,Presentation software,Y,N,13
25-4011,25-4011.00,Archivists,Microsoft Word,Word processing software,Y,N,14
25-4011,25-4011.00,Archivists,Adlib Information Systems Adlib Archive,Data base user interface and query software,N,N,15
25-4011,25-4011.00,Archivists,Adobe Premiere Pro,Video creation and editing software,N,N,16
25-4011,25-4011.00,Archivists,Apple Final Cut Pro,Video creation and editing software,N,N,17
25-4011,25-4011.00,Archivists,Archon,Data base user interface and query software,N,N,18
25-4011,25-4011.00,Archivists,Corel Paint Shop Pro,Graphics or photo imaging software,N,N,19
25-4011,25-4011.00,Archivists,Database software,Data base user interface and query software,N,N,20
25-4012,25-4012.00,Curators,Microsoft Excel,Spreadsheet software,Y,Y,1
25-4012,25-4012.00,Curators,Microsoft Office software,Office suite software,Y,Y,2
25-4012,25-4012.00,Curators,Microsoft Outlook,Electronic mail software,Y,Y,3
25-4012,25-4012.00,Curators,Microsoft PowerPoint,Presentation software,Y,Y,4
25-4012,25-4012.00,Curators,Adobe Acrobat,Document management software,Y,N,5
25-4012,25-4012.00,Curators,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,6
25-4012,25-4012.00,Curators,Adobe Illustrator,Graphics or photo imaging software,Y,N,7
25-4012,25-4012.00,Curators,Adobe InDesign,Desktop publishing software,Y,N,8
25-4012,25-4012.00,Curators,Adobe Photoshop,Graphics or photo imaging software,Y,N,9
25-4012,25-4012.00,Curators,Apple macOS,Operating system software,Y,N,10
25-4012,25-4012.00,Curators,Autodesk AutoCAD,Computer aided design CAD software,Y,N,11
25-4012,25-4012.00,Curators,Extensible markup language XML,Enterprise application integration software,Y,N,12
25-4012,25-4012.00,Curators,Facebook,Web page creation and editing software,Y,N,13
25-4012,25-4012.00,Curators,Linux,Operating system software,Y,N,14
25-4012,25-4012.00,Curators,Microsoft Access,Data base user interface and query software,Y,N,15
25-4012,25-4012.00,Curators,Microsoft Visual Studio,Development environment software,Y,N,16
25-4012,25-4012.00,Curators,Microsoft Word,Word processing software,Y,N,17
25-4012,25-4012.00,Curators,Perl,Object or component oriented development software,Y,N,18
25-4012,25-4012.00,Curators,Python,Object or component oriented development software,Y,N,19
25-4012,25-4012.00,Curators,R,Object or component oriented development software,Y,N,20
25-4013,25-4013.00,Museum Technicians and Conservators,Adobe Acrobat,Document management software,Y,N,1
25-4013,25-4013.00,Museum Technicians and Conservators,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,2
25-4013,25-4013.00,Museum Technicians and Conservators,Adobe Illustrator,Graphics or photo imaging software,Y,N,3
25-4013,25-4013.00,Museum Technicians and Conservators,Adobe InDesign,Desktop publishing software,Y,N,4
25-4013,25-4013.00,Museum Technicians and Conservators,Adobe Photoshop,Graphics or photo imaging software,Y,N,5
25-4013,25-4013.00,Museum Technicians and Conservators,Autodesk AutoCAD,Computer aided design CAD software,Y,N,6
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft Active Server Pages ASP,Web platform development software,Y,N,7
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft Excel,Spreadsheet software,Y,N,8
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft Office software,Office suite software,Y,N,9
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft Outlook,Electronic mail software,Y,N,10
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft PowerPoint,Presentation software,Y,N,11
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft Word,Word processing software,Y,N,12
25-4013,25-4013.00,Museum Technicians and Conservators,Gallery Systems EmbARK,Data base user interface and query software,N,N,13
25-4013,25-4013.00,Museum Technicians and Conservators,Microsoft Visual FoxPro,Object oriented data base management software,N,N,14
25-4013,25-4013.00,Museum Technicians and Conservators,PastPerfect Software PastPerfect,Data base user interface and query software,N,N,15
25-4013,25-4013.00,Museum Technicians and Conservators,Questor Systems ARGUS,Data base user interface and query software,N,N,16
25-4013,25-4013.00,Museum Technicians and Conservators,Questor Systems QScan32,Data base user interface and query software,N,N,17
25-4022,25-4022.00,Librarians and Media Collections Specialists,Microsoft Excel,Spreadsheet software,Y,Y,1
25-4022,25-4022.00,Librarians and Media Collections Specialists,Microsoft Office software,Office suite software,Y,Y,2
25-4022,25-4022.00,Librarians and Media Collections Specialists,Springshare LibGuides,Web platform development software,N,Y,3
25-4022,25-4022.00,Librarians and Media Collections Specialists,Adobe Acrobat,Document management software,Y,N,4
25-4022,25-4022.00,Librarians and Media Collections Specialists,Adobe After Effects,Video creation and editing software,Y,N,5
25-4022,25-4022.00,Librarians and Media Collections Specialists,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,6
25-4022,25-4022.00,Librarians and Media Collections Specialists,Adobe Illustrator,Graphics or photo imaging software,Y,N,7
25-4022,25-4022.00,Librarians and Media Collections Specialists,Adobe InDesign,Desktop publishing software,Y,N,8
25-4022,25-4022.00,Librarians and Media Collections Specialists,Adobe Photoshop,Graphics or photo imaging software,Y,N,9
25-4022,25-4022.00,Librarians and Media Collections Specialists,Autodesk AutoCAD,Computer aided design CAD software,Y,N,10
25-4022,25-4022.00,Librarians and Media Collections Specialists,Cascading style sheets CSS,Web platform development software,Y,N,11
25-4022,25-4022.00,Librarians and Media Collections Specialists,Extensible markup language XML,Enterprise application integration software,Y,N,12
25-4022,25-4022.00,Librarians and Media Collections Specialists,Facebook,Web page creation and editing software,Y,N,13
25-4022,25-4022.00,Librarians and Media Collections Specialists,Google Workspace software,Office suite software,Y,N,14
25-4022,25-4022.00,Librarians and Media Collections Specialists,Hypertext markup language HTML,Web platform development software,Y,N,15
25-4022,25-4022.00,Librarians and Media Collections Specialists,JavaScript,Web platform development software,Y,N,16
25-4022,25-4022.00,Librarians and Media Collections Specialists,Microsoft Access,Data base user interface and query software,Y,N,17
25-4022,25-4022.00,Librarians and Media Collections Specialists,Microsoft Outlook,Electronic mail software,Y,N,18
25-4022,25-4022.00,Librarians and Media Collections Specialists,Microsoft PowerPoint,Presentation software,Y,N,19
25-4022,25-4022.00,Librarians and Media Collections Specialists,Microsoft SharePoint,Document management software,Y,N,20
25-4031,25-4031.00,Library Technicians,Microsoft Excel,Spreadsheet software,Y,Y,1
25-4031,25-4031.00,Library Technicians,Microsoft Office software,Office suite software,Y,Y,2
25-4031,25-4031.00,Library Technicians,Adobe Acrobat,Document management software,Y,N,3
25-4031,25-4031.00,Library Technicians,Adobe Illustrator,Graphics or photo imaging software,Y,N,4
