geography_type,area_code,geography,education_category,employment_2025,share_of_employment_percent,employment_relative_standard_error,hourly_mean_wage_2025,annual_mean_wage_2025,mean_wage_relative_standard_error,hourly_median_wage_2025,annual_median_wage_2025,annual_wage_p10_2025,annual_wage_p25_2025,annual_wage_p75_2025,annual_wage_p90_2025,source_vintage
Metropolitan Area,37620,"Parkersburg-Vienna, WV",Doctoral or professional degree,720.0,1.9974,4.2,72.13,150040.0,6.1,48.88,101660.0,49880.0,73210.0,162860.0,359370.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV",Master's degree,900.0,2.4668,3.3,44.75,93070.0,2.7,37.56,78120.0,39390.0,50970.0,115680.0,144530.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV",Bachelor's degree,7830.0,21.5732,1.1,41.88,87110.0,0.7,37.68,78360.0,46770.0,55000.0,106330.0,136970.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV",Associate's degree,1000.0,2.7559,3.5,30.68,63820.0,1.5,29.49,61340.0,34690.0,46350.0,79160.0,95560.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV",Postsecondary nondegree award,2600.0,7.172199999999999,2.4,21.94,45630.0,0.9,20.12,41850.0,30770.0,35510.0,50720.0,63950.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV","Some college, no degree",720.0,1.9927,4.4,20.81,43280.0,2.0,19.39,40330.0,28650.0,30140.0,50530.0,61470.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV",High school diploma or equivalent,12610.0,34.749700000000004,0.8,22.04,45840.0,0.5,19.01,39530.0,26920.0,30840.0,53110.0,76000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37620,"Parkersburg-Vienna, WV",No formal educational credential,9900.0,27.292,0.8,15.36,31940.0,0.6,13.9,28910.0,21690.0,23260.0,35960.0,45850.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",Doctoral or professional degree,4580.0,2.4025,4.7,71.51,148750.0,3.9,55.39,115210.0,54940.0,73480.0,166330.0,312170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",Master's degree,4390.0,2.3024999999999998,3.0,38.85,80810.0,2.4,35.9,74680.0,44730.0,50340.0,99990.0,124720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",Bachelor's degree,44360.0,23.2867,0.7,42.69,88800.0,0.6,36.64,76210.0,47040.0,57530.0,102310.0,147680.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",Associate's degree,4570.0,2.3989000000000003,2.4,29.52,61410.0,1.1,28.75,59790.0,33460.0,41930.0,76770.0,91960.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",Postsecondary nondegree award,13720.0,7.2019,1.4,23.77,49430.0,0.7,21.99,45730.0,33050.0,36640.0,59030.0,73540.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL","Some college, no degree",3990.0,2.0955,2.2,22.31,46400.0,1.1,19.91,41410.0,33220.0,34740.0,53910.0,64300.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",High school diploma or equivalent,62480.0,32.8019,0.6,24.43,50820.0,0.5,21.98,45730.0,31060.0,36330.0,59000.0,76410.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37860,"Pensacola-Ferry Pass-Brent, FL",No formal educational credential,52400.0,27.510199999999998,0.6,17.18,35730.0,0.5,15.92,33110.0,27320.0,28560.0,37430.0,46510.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",Doctoral or professional degree,3890.0,2.3418,1.7,83.91,174540.0,2.8,59.87,124530.0,53740.0,77470.0,213500.0,418550.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",Master's degree,3450.0,2.0791,2.7,43.83,91160.0,2.6,37.16,77300.0,43680.0,55150.0,108620.0,137830.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",Bachelor's degree,45650.0,27.495800000000003,0.7,49.93,103860.0,0.6,45.66,94960.0,47880.0,63910.0,128710.0,167790.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",Associate's degree,4020.0,2.4207,2.4,32.74,68110.0,0.9,30.95,64380.0,37330.0,46170.0,81320.0,98410.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",Postsecondary nondegree award,11150.0,6.7142,2.0,25.42,52880.0,0.8,22.32,46420.0,36560.0,38790.0,60310.0,78670.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL","Some college, no degree",4200.0,2.5274,2.8,21.45,44620.0,0.8,18.89,39290.0,31200.0,35260.0,49920.0,62320.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",High school diploma or equivalent,55930.0,33.6899,0.7,26.51,55140.0,0.4,23.04,47910.0,33030.0,37520.0,63310.0,86070.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37900,"Peoria, IL",No formal educational credential,37740.0,22.731299999999997,0.6,18.37,38220.0,0.4,16.42,34160.0,31200.0,31200.0,38130.0,49190.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Doctoral or professional degree,107220.0,3.7002,1.3,76.04,158170.0,1.0,62.24,129450.0,61650.0,82290.0,203350.0,312940.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Master's degree,77730.0,2.6822,1.8,46.01,95710.0,1.0,39.53,82220.0,47280.0,60610.0,124750.0,155250.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bachelor's degree,747580.0,25.797800000000002,0.4,54.16,112650.0,0.4,47.75,99320.0,54740.0,73790.0,131960.0,178720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Associate's degree,69680.0,2.4046,2.5,33.27,69200.0,1.1,31.04,64550.0,36120.0,45690.0,89130.0,103200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Postsecondary nondegree award,182980.0,6.3143,1.0,27.29,56750.0,0.5,24.16,50260.0,36860.0,45230.0,65550.0,79890.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Some college, no degree",68020.0,2.3471,2.5,23.79,49470.0,1.0,22.15,46080.0,30670.0,36130.0,59660.0,75510.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",High school diploma or equivalent,1000570.0,34.5284,0.4,26.53,55180.0,0.3,22.95,47740.0,29590.0,36580.0,63980.0,89540.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",No formal educational credential,644050.0,22.225299999999997,0.5,19.02,39550.0,0.3,17.42,36230.0,28420.0,31920.0,44740.0,56080.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",Doctoral or professional degree,55890.0,2.3523,2.7,85.35,177530.0,3.4,64.19,133520.0,71230.0,83930.0,214860.0,391100.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",Master's degree,49290.0,2.0749,2.2,44.46,92470.0,1.4,38.56,80190.0,46610.0,60070.0,119480.0,143690.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",Bachelor's degree,597800.0,25.1626,0.9,52.0,108160.0,1.5,44.96,93520.0,49650.0,64300.0,130200.0,172940.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",Associate's degree,48320.0,2.034,3.1,34.03,70770.0,1.1,31.14,64770.0,36960.0,47160.0,87960.0,106330.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",Postsecondary nondegree award,140690.0,5.9218,1.9,27.33,56840.0,1.0,23.74,49380.0,37320.0,43910.0,63620.0,80680.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ","Some college, no degree",51550.0,2.1699,2.7,24.93,51860.0,0.8,23.02,47880.0,34420.0,37200.0,60890.0,77080.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",High school diploma or equivalent,843590.0,35.507999999999996,0.6,26.91,55970.0,0.4,23.44,48760.0,35800.0,39370.0,63370.0,81720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38060,"Phoenix-Mesa-Chandler, AZ",No formal educational credential,588630.0,24.7766,0.7,20.4,42440.0,0.4,18.03,37500.0,31420.0,34660.0,46320.0,59100.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",Doctoral or professional degree,940.0,2.1867,4.2,87.35,181700.0,2.6,63.54,132170.0,62930.0,80840.0,291900.0,362610.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",Master's degree,1260.0,2.9347000000000003,4.4,44.08,91680.0,2.9,37.18,77340.0,46360.0,56520.0,117170.0,155380.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",Bachelor's degree,8320.0,19.3916,1.3,41.46,86230.0,0.7,36.51,75950.0,44990.0,55620.0,100790.0,136180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",Associate's degree,1260.0,2.9417,3.2,31.31,65130.0,1.2,30.12,62640.0,33500.0,43220.0,81200.0,100410.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",Postsecondary nondegree award,3630.0,8.4704,2.4,22.58,46960.0,0.7,21.02,43720.0,30290.0,36180.0,55470.0,66460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC","Some college, no degree",1080.0,2.5126,3.1,20.35,42320.0,1.3,18.81,39120.0,27170.0,33040.0,49640.0,59880.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",High school diploma or equivalent,12980.0,30.2611,1.2,23.06,47970.0,1.0,20.76,43180.0,28590.0,34670.0,54370.0,73130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38240,"Pinehurst-Southern Pines, NC",No formal educational credential,13430.0,31.3014,1.5,15.8,32850.0,0.6,14.66,30490.0,21740.0,26900.0,36140.0,45430.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",Doctoral or professional degree,39550.0,3.5485999999999995,2.0,73.5,152880.0,1.5,57.11,118780.0,58260.0,76590.0,197480.0,325590.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",Master's degree,31230.0,2.802,2.3,40.34,83900.0,1.7,35.62,74100.0,44220.0,55260.0,105140.0,131700.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",Bachelor's degree,273380.0,24.5296,0.7,48.18,100220.0,0.5,40.98,85240.0,49520.0,63960.0,120220.0,163590.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",Associate's degree,23550.0,2.1128,3.4,30.38,63200.0,1.0,29.39,61130.0,35650.0,45420.0,77890.0,93870.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",Postsecondary nondegree award,74290.0,6.6655,1.3,25.42,52880.0,0.6,23.04,47920.0,36620.0,39950.0,61580.0,75180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA","Some college, no degree",23510.0,2.1098,2.7,22.62,47040.0,1.0,21.72,45180.0,28800.0,35520.0,57510.0,71960.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",High school diploma or equivalent,390220.0,35.0133,0.5,25.32,52660.0,0.4,22.5,46800.0,29090.0,36800.0,61670.0,81620.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38300,"Pittsburgh, PA",No formal educational credential,258770.0,23.2185,0.6,17.77,36960.0,0.6,16.8,34950.0,22730.0,28260.0,42710.0,54940.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",Doctoral or professional degree,1700.0,2.9987,1.9,89.6,186360.0,3.1,62.02,128990.0,72310.0,92220.0,215460.0,442950.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",Master's degree,2500.0,4.3919,2.6,42.74,88910.0,1.1,38.42,79920.0,45630.0,56040.0,103520.0,138770.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",Bachelor's degree,12440.0,21.9054,0.9,51.09,106270.0,0.7,45.06,93720.0,51750.0,67920.0,126060.0,172240.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",Associate's degree,1200.0,2.1084,3.1,32.22,67020.0,1.2,29.75,61880.0,39350.0,46120.0,84300.0,100340.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",Postsecondary nondegree award,3720.0,6.556399999999999,2.8,27.03,56230.0,0.8,24.65,51280.0,38080.0,45030.0,64180.0,80100.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA","Some college, no degree",1620.0,2.8468,3.0,23.74,49380.0,0.9,23.19,48230.0,31910.0,36150.0,57670.0,69840.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",High school diploma or equivalent,19860.0,34.9486,0.8,27.32,56830.0,0.4,23.72,49340.0,36480.0,40510.0,64740.0,83960.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38340,"Pittsfield, MA",No formal educational credential,13770.0,24.244,0.9,19.73,41050.0,0.6,17.58,36560.0,31300.0,34190.0,44960.0,56200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",Doctoral or professional degree,1310.0,3.4126,3.6,59.03,122780.0,1.7,40.12,83450.0,48280.0,59660.0,133320.0,229520.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",Master's degree,1200.0,3.1318,3.8,42.2,87770.0,5.7,36.7,76340.0,44360.0,55160.0,101100.0,132000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",Bachelor's degree,6800.0,17.7623,1.1,41.24,85780.0,0.7,36.12,75130.0,45760.0,58300.0,100170.0,135870.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",Associate's degree,970.0,2.5373,3.8,31.16,64810.0,0.9,29.65,61660.0,36920.0,47840.0,81050.0,97070.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",Postsecondary nondegree award,2590.0,6.754600000000001,2.0,23.07,47990.0,1.3,21.55,44820.0,31330.0,36450.0,57540.0,67380.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID","Some college, no degree",930.0,2.4349,3.3,21.21,44110.0,1.7,19.26,40070.0,27920.0,31580.0,51880.0,64020.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",High school diploma or equivalent,15470.0,40.4012,0.7,22.55,46900.0,0.5,20.91,43490.0,29190.0,35870.0,53720.0,69640.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38540,"Pocatello, ID",No formal educational credential,9020.0,23.5651,0.8,16.5,34310.0,0.8,15.75,32760.0,21720.0,27830.0,37670.0,48470.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",Doctoral or professional degree,1390.0,2.1899,5.4,45.56,94760.0,4.0,36.24,75380.0,46270.0,58140.0,109990.0,152010.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",Master's degree,900.0,1.416,2.0,28.53,59340.0,1.4,25.41,52860.0,24400.0,35500.0,75770.0,97210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",Bachelor's degree,10860.0,17.1028,0.8,27.39,56960.0,0.7,24.61,51180.0,30600.0,37490.0,63060.0,89200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",Associate's degree,1270.0,2.0011,3.3,17.97,37370.0,1.6,16.19,33670.0,22920.0,28270.0,41100.0,55650.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",Postsecondary nondegree award,2570.0,4.043200000000001,6.3,15.52,32270.0,5.3,12.94,26910.0,21840.0,22340.0,35360.0,59990.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR","Some college, no degree",1470.0,2.3143000000000002,2.1,13.06,27160.0,0.6,11.1,23080.0,21900.0,22530.0,29480.0,36900.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",High school diploma or equivalent,24930.0,39.2596,0.8,14.85,30890.0,0.4,12.93,26880.0,21840.0,22330.0,34350.0,45070.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38660,"Ponce, PR",No formal educational credential,20110.0,31.6732,0.8,11.9,24750.0,0.8,10.53,21910.0,21840.0,21840.0,24560.0,29460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",Doctoral or professional degree,8100.0,2.8075,3.2,89.12,185370.0,2.8,63.23,131530.0,67340.0,89930.0,224530.0,439620.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",Master's degree,7340.0,2.5427,2.6,45.91,95490.0,1.1,39.65,82470.0,49440.0,62140.0,114540.0,140640.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",Bachelor's degree,69440.0,24.0708,1.2,49.22,102370.0,1.1,43.18,89810.0,52200.0,69440.0,119880.0,165210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",Associate's degree,,,,36.88,76700.0,1.3,36.71,76360.0,47820.0,58200.0,94890.0,110410.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",Postsecondary nondegree award,17960.0,6.2265999999999995,1.9,27.37,56940.0,0.6,25.72,53500.0,41280.0,47070.0,62940.0,76660.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME","Some college, no degree",,,,26.54,55200.0,0.7,24.74,51460.0,39890.0,47720.0,60730.0,74100.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",High school diploma or equivalent,101480.0,35.176,0.7,27.74,57690.0,0.4,24.98,51960.0,37010.0,44210.0,65300.0,81530.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38860,"Portland-South Portland, ME",No formal educational credential,69190.0,23.9837,0.8,21.04,43770.0,0.7,18.6,38680.0,32640.0,35690.0,47450.0,60230.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38900,"Portland-Vancouver-Hillsboro, OR-WA",Doctoral or professional degree,32910.0,2.7237,1.8,82.03,170630.0,2.0,63.94,132990.0,64600.0,84160.0,211940.0,353510.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38900,"Portland-Vancouver-Hillsboro, OR-WA",Master's degree,28190.0,2.3331,1.8,51.5,107110.0,1.6,45.91,95490.0,57610.0,71650.0,132600.0,168000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38900,"Portland-Vancouver-Hillsboro, OR-WA",Bachelor's degree,325320.0,26.921499999999998,0.9,57.38,119350.0,0.5,50.49,105010.0,58730.0,77800.0,141110.0,190940.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38900,"Portland-Vancouver-Hillsboro, OR-WA",Associate's degree,28490.0,2.3576,2.9,37.89,78800.0,1.2,35.95,74770.0,44700.0,56130.0,100250.0,123350.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,38900,"Portland-Vancouver-Hillsboro, OR-WA",Postsecondary nondegree award,65050.0,5.383100000000001,1.5,31.73,66000.0,0.5,29.26,60860.0,45790.0,50270.0,76690.0,95400.0,BLS OEWS May 2025 special education aggregation
