geography_type,area_code,geography,education_category,employment_2025,share_of_employment_percent,employment_relative_standard_error,hourly_mean_wage_2025,annual_mean_wage_2025,mean_wage_relative_standard_error,hourly_median_wage_2025,annual_median_wage_2025,annual_wage_p10_2025,annual_wage_p25_2025,annual_wage_p75_2025,annual_wage_p90_2025,source_vintage
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,Doctoral or professional degree,2150.0,1.5523,4.4,62.07,129110.0,3.2,46.25,96190.0,49820.0,65990.0,142030.0,258710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,Master's degree,2700.0,1.9440000000000002,3.3,39.2,81530.0,1.7,37.61,78220.0,42180.0,55000.0,100630.0,126620.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,Bachelor's degree,25250.0,18.1956,0.8,39.34,81830.0,0.7,35.37,73560.0,38690.0,52000.0,97870.0,132170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,Associate's degree,2830.0,2.0370999999999997,4.0,29.52,61410.0,1.6,28.7,59690.0,35360.0,43920.0,75820.0,93200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,Postsecondary nondegree award,10410.0,7.5013000000000005,1.6,24.0,49920.0,0.7,21.79,45330.0,30180.0,36470.0,59390.0,74460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,"Some college, no degree",2930.0,2.1105,4.2,19.02,39560.0,2.7,17.53,36460.0,20500.0,26150.0,48380.0,60450.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,High school diploma or equivalent,57330.0,41.3127,0.5,22.53,46860.0,0.4,20.35,42320.0,27990.0,34890.0,55120.0,70830.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300002,Middle Georgia nonmetropolitan area,No formal educational credential,35170.0,25.3463,0.8,15.37,31970.0,0.4,14.31,29760.0,21380.0,24160.0,36730.0,45730.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,Doctoral or professional degree,1940.0,2.1908000000000003,3.1,55.26,114940.0,5.3,41.08,85440.0,50880.0,65250.0,126360.0,192380.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,Master's degree,1820.0,2.0646999999999998,2.4,39.67,82510.0,1.8,38.01,79050.0,43160.0,54080.0,101750.0,127960.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,Bachelor's degree,16260.0,18.3932,0.9,38.83,80760.0,0.7,33.63,69950.0,39790.0,51280.0,92490.0,129500.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,Associate's degree,1660.0,1.8824,4.5,27.57,57350.0,1.1,27.12,56410.0,32570.0,40560.0,72760.0,82740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,Postsecondary nondegree award,7210.0,8.1557,1.8,22.86,47540.0,0.7,21.19,44070.0,29780.0,35900.0,58450.0,71350.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,"Some college, no degree",2070.0,2.3423,3.4,18.04,37530.0,1.2,16.22,33730.0,20590.0,22950.0,45880.0,60380.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,High school diploma or equivalent,33990.0,38.4584,0.7,21.9,45550.0,0.4,19.41,40370.0,27130.0,32490.0,52950.0,70630.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300003,East Georgia nonmetropolitan area,No formal educational credential,23430.0,26.5125,0.7,15.15,31510.0,0.4,14.11,29350.0,20940.0,23430.0,36050.0,45670.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,Doctoral or professional degree,2870.0,1.4956,4.3,75.18,156370.0,3.2,58.45,121580.0,56880.0,76690.0,162510.0,368370.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,Master's degree,3410.0,1.7734999999999999,3.1,43.4,90270.0,2.6,38.99,81090.0,45760.0,61550.0,105010.0,138790.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,Bachelor's degree,35400.0,18.4235,1.8,39.58,82320.0,0.7,35.38,73590.0,41780.0,54780.0,97040.0,131930.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,Associate's degree,4970.0,2.588,7.6,29.3,60950.0,0.7,28.46,59190.0,35210.0,46530.0,75950.0,87920.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,Postsecondary nondegree award,15120.0,7.8682,1.6,23.19,48240.0,0.5,21.56,44850.0,30050.0,36010.0,57540.0,74690.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,"Some college, no degree",4550.0,2.37,4.5,18.18,37810.0,2.7,16.45,34220.0,20490.0,24160.0,46850.0,60260.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,High school diploma or equivalent,72680.0,37.8226,0.8,22.59,47000.0,0.4,20.15,41910.0,27780.0,33900.0,55320.0,74390.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1300004,South Georgia nonmetropolitan area,No formal educational credential,53150.0,27.658499999999997,0.8,15.51,32260.0,0.4,14.43,30010.0,21260.0,24160.0,37080.0,46210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,Doctoral or professional degree,2250.0,2.133,4.7,75.64,157320.0,6.3,53.51,111300.0,49690.0,72810.0,166760.0,372450.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,Master's degree,2170.0,2.0577,3.4,43.33,90130.0,1.6,39.27,81680.0,50490.0,60130.0,111070.0,135400.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,Bachelor's degree,17450.0,16.5738,1.4,45.57,94780.0,0.9,38.49,80050.0,49460.0,60700.0,121420.0,151200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,Associate's degree,1590.0,1.5067,4.0,33.53,69750.0,2.9,29.23,60800.0,42480.0,49940.0,86800.0,105540.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,Postsecondary nondegree award,5980.0,5.677300000000001,2.1,30.03,62460.0,0.9,26.88,55900.0,38420.0,46370.0,69050.0,89980.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,"Some college, no degree",2410.0,2.2899000000000003,3.6,22.56,46920.0,0.9,22.05,45860.0,34280.0,37490.0,52330.0,62200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,High school diploma or equivalent,35510.0,33.7237,0.9,28.54,59350.0,0.5,25.42,52870.0,36030.0,42710.0,69420.0,92480.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1500001,Hawaii / Kauai nonmetropolitan area,No formal educational credential,37950.0,36.038,1.1,23.11,48060.0,0.9,21.14,43960.0,30500.0,35980.0,52040.0,66910.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,Doctoral or professional degree,1830.0,2.4261,2.4,58.84,122380.0,1.7,50.5,105050.0,58730.0,78870.0,136380.0,200790.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,Master's degree,1650.0,2.1991,4.9,43.4,90280.0,4.6,37.91,78850.0,46790.0,57360.0,110170.0,144230.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,Bachelor's degree,13730.0,18.246100000000002,1.8,41.83,87010.0,1.0,36.59,76110.0,45620.0,58240.0,103110.0,139310.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,Associate's degree,2200.0,2.9188,2.2,29.27,60880.0,1.1,26.42,54950.0,36820.0,43660.0,76900.0,94440.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,Postsecondary nondegree award,5210.0,6.9221,2.7,24.64,51250.0,1.1,22.82,47460.0,33570.0,38140.0,59120.0,74210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,"Some college, no degree",2500.0,3.3287999999999998,4.6,20.72,43100.0,1.2,18.54,38560.0,28690.0,34920.0,50890.0,61790.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,High school diploma or equivalent,27990.0,37.1968,1.0,24.75,51470.0,0.9,22.47,46750.0,30580.0,36720.0,60090.0,76890.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600006,Northwestern Idaho nonmetropolitan area,No formal educational credential,20140.0,26.762,1.1,17.13,35630.0,0.6,16.78,34900.0,21490.0,28290.0,40290.0,49670.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,Doctoral or professional degree,1700.0,1.7655,2.7,68.1,141650.0,1.0,61.8,128540.0,72610.0,99510.0,134800.0,262560.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,Master's degree,2300.0,2.3869,2.5,39.72,82620.0,2.3,34.9,72580.0,48270.0,56380.0,100000.0,128670.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,Bachelor's degree,16530.0,17.1355,1.9,40.39,84010.0,0.9,36.07,75020.0,44330.0,56590.0,99620.0,134740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,Associate's degree,2080.0,2.1513999999999998,2.1,30.45,63340.0,1.2,28.31,58890.0,37540.0,44950.0,80490.0,95050.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,Postsecondary nondegree award,7900.0,8.1906,2.5,24.49,50940.0,0.9,22.94,47710.0,31560.0,38240.0,59580.0,75130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,"Some college, no degree",2990.0,3.0953,4.8,20.43,42500.0,1.7,18.06,37560.0,27970.0,29830.0,49320.0,63710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,High school diploma or equivalent,37060.0,38.411500000000004,0.9,24.73,51430.0,0.6,22.61,47020.0,29930.0,36800.0,60420.0,77420.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1600007,Southeast-Central Idaho nonmetropolitan area,No formal educational credential,25920.0,26.863400000000002,1.1,17.33,36040.0,0.7,16.64,34610.0,21600.0,28140.0,42880.0,50930.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,Doctoral or professional degree,1510.0,1.1893,3.4,90.71,188690.0,2.2,61.15,127190.0,56540.0,83940.0,239530.0,437560.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,Master's degree,2210.0,1.7390999999999999,4.8,41.16,85610.0,2.3,36.72,76380.0,41670.0,50690.0,103180.0,134310.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,Bachelor's degree,23840.0,18.7943,0.9,43.04,89530.0,0.6,37.46,77910.0,45020.0,57470.0,103860.0,149000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,Associate's degree,2170.0,1.7086,2.4,32.76,68130.0,0.7,30.39,63210.0,37630.0,45430.0,81840.0,107170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,Postsecondary nondegree award,9370.0,7.382299999999999,1.8,25.61,53270.0,0.7,23.23,48310.0,35740.0,38660.0,61230.0,77110.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,"Some college, no degree",3770.0,2.9699,4.3,20.22,42060.0,0.8,17.91,37250.0,31200.0,32240.0,47740.0,58190.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,High school diploma or equivalent,48150.0,37.9556,0.9,26.7,55530.0,0.5,22.93,47700.0,32500.0,37570.0,63200.0,89180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700001,Northwest Illinois nonmetropolitan area,No formal educational credential,35850.0,28.2609,0.7,18.94,39390.0,0.3,16.78,34910.0,31200.0,31200.0,43360.0,55750.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,Doctoral or professional degree,2770.0,1.6359000000000001,2.3,72.04,149850.0,2.7,50.01,104010.0,46130.0,68170.0,162480.0,383260.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,Master's degree,3590.0,2.1192,3.1,38.66,80420.0,1.9,32.0,66560.0,39820.0,48730.0,101100.0,134390.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,Bachelor's degree,31140.0,18.3771,0.8,39.77,82720.0,1.0,35.7,74250.0,41990.0,51720.0,98240.0,131810.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,Associate's degree,2930.0,1.7296,2.9,29.72,61820.0,0.6,28.71,59720.0,37920.0,44170.0,76250.0,92600.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,Postsecondary nondegree award,15040.0,8.875,1.8,24.37,50690.0,0.7,22.82,47460.0,34150.0,38060.0,58850.0,73720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,"Some college, no degree",4680.0,2.7626,2.5,20.32,42270.0,0.7,18.01,37470.0,31200.0,32130.0,47190.0,59790.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,High school diploma or equivalent,64130.0,37.8405,0.7,25.62,53280.0,0.4,22.46,46710.0,31770.0,37240.0,60900.0,82460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700002,West Central Illinois nonmetropolitan area,No formal educational credential,45180.0,26.6601,0.9,18.33,38130.0,0.4,16.37,34060.0,31200.0,31200.0,39190.0,50120.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,Doctoral or professional degree,2290.0,1.6035,2.8,73.98,153870.0,2.8,50.52,105090.0,49370.0,69480.0,165610.0,344490.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,Master's degree,2810.0,1.9624,3.5,39.4,81950.0,1.3,36.04,74950.0,42520.0,51200.0,101160.0,131510.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,Bachelor's degree,26470.0,18.5025,1.7,42.51,88410.0,0.7,37.37,77740.0,45360.0,58170.0,102110.0,140900.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,Associate's degree,2800.0,1.9564,3.5,31.58,65680.0,1.2,30.13,62670.0,37900.0,46260.0,79680.0,95140.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,Postsecondary nondegree award,10700.0,7.4788,1.7,25.63,53310.0,0.6,22.95,47730.0,36150.0,38790.0,61930.0,77400.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,"Some college, no degree",3840.0,2.6856,3.8,20.24,42100.0,0.7,18.0,37430.0,31200.0,33230.0,47490.0,58680.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,High school diploma or equivalent,56100.0,39.2214,0.9,25.29,52610.0,0.4,22.33,46440.0,33090.0,37220.0,60010.0,80390.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700003,East Central Illinois nonmetropolitan area,No formal educational credential,38040.0,26.589499999999997,0.8,18.67,38840.0,0.3,16.52,34370.0,31200.0,31200.0,42510.0,54210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,Doctoral or professional degree,3550.0,2.5143999999999997,2.4,67.83,141090.0,2.4,50.28,104580.0,46220.0,66070.0,156980.0,328840.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,Master's degree,4010.0,2.8388,2.9,41.11,85520.0,1.4,37.18,77340.0,41980.0,54410.0,108780.0,133990.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,Bachelor's degree,26100.0,18.486,1.1,40.7,84660.0,0.6,36.59,76110.0,43390.0,56200.0,100090.0,131990.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,Associate's degree,2980.0,2.1079,2.2,28.67,59630.0,1.2,28.33,58930.0,31670.0,39910.0,75810.0,86240.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,Postsecondary nondegree award,10490.0,7.431699999999999,2.1,24.38,50710.0,0.7,22.66,47120.0,35840.0,38270.0,58770.0,73700.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,"Some college, no degree",4170.0,2.9530000000000003,3.0,19.72,41010.0,1.1,17.47,36350.0,31200.0,31200.0,46070.0,58480.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,High school diploma or equivalent,55550.0,39.342200000000005,0.7,25.61,53260.0,0.3,22.42,46630.0,31670.0,36780.0,60780.0,82720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1700004,South Illinois nonmetropolitan area,No formal educational credential,34350.0,24.326,0.8,18.57,38630.0,0.4,16.31,33910.0,31200.0,31200.0,40030.0,50480.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,Doctoral or professional degree,2070.0,0.9826,2.8,71.52,148760.0,2.6,53.94,112200.0,61610.0,78240.0,173140.0,304640.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,Master's degree,3190.0,1.5186,2.7,36.62,76170.0,1.5,31.96,66470.0,36650.0,47580.0,96530.0,125110.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,Bachelor's degree,31030.0,14.753,0.9,41.2,85700.0,0.6,36.29,75490.0,45690.0,56570.0,100650.0,137020.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,Associate's degree,3520.0,1.6745,2.0,30.37,63160.0,0.5,29.9,62190.0,36990.0,47570.0,77120.0,91770.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,Postsecondary nondegree award,14660.0,6.9711,1.8,25.66,53380.0,0.7,23.46,48800.0,36360.0,38290.0,63240.0,76490.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,"Some college, no degree",5690.0,2.706,3.3,19.68,40920.0,1.3,17.65,36710.0,26020.0,30520.0,48170.0,60310.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,High school diploma or equivalent,96160.0,45.7207,0.5,24.34,50630.0,0.4,22.5,46790.0,30880.0,37730.0,59050.0,75200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800001,Northern Indiana nonmetropolitan area,No formal educational credential,54000.0,25.6735,0.9,17.13,35640.0,0.4,16.48,34270.0,22540.0,28140.0,41910.0,48800.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,Doctoral or professional degree,2850.0,1.7627,1.7,70.64,146940.0,1.7,49.8,103590.0,58500.0,76380.0,167680.0,303020.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,Master's degree,3380.0,2.0907,2.3,42.29,87970.0,1.0,37.99,79020.0,43110.0,56790.0,107330.0,135480.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,Bachelor's degree,23630.0,14.622900000000001,1.2,39.69,82550.0,0.5,35.45,73740.0,44870.0,54520.0,97470.0,132210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,Associate's degree,2530.0,1.5661,3.1,31.19,64880.0,0.7,30.67,63800.0,36000.0,45970.0,81220.0,96350.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,Postsecondary nondegree award,13440.0,8.3169,2.0,24.81,51610.0,0.6,22.92,47670.0,36060.0,38620.0,60980.0,75050.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,"Some college, no degree",3950.0,2.4440999999999997,4.6,19.85,41290.0,1.3,18.0,37440.0,28400.0,30960.0,47130.0,59450.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,High school diploma or equivalent,68320.0,42.285199999999996,0.6,24.24,50420.0,0.3,22.34,46460.0,31000.0,37390.0,59090.0,75690.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800002,Central Indiana nonmetropolitan area,No formal educational credential,43480.0,26.9115,0.6,17.36,36110.0,0.3,16.31,33920.0,22690.0,28020.0,42610.0,54220.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,Doctoral or professional degree,2360.0,1.2033,2.7,78.68,163660.0,2.1,60.82,126500.0,61880.0,82290.0,190420.0,370710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,Master's degree,2790.0,1.4198,3.5,40.22,83650.0,1.3,37.47,77930.0,42880.0,56310.0,105590.0,127500.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,Bachelor's degree,32000.0,16.2833,0.8,42.11,87590.0,0.5,37.23,77450.0,46140.0,58380.0,105220.0,137210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,Associate's degree,4280.0,2.1761,2.7,33.27,69190.0,0.7,31.62,65780.0,37170.0,48710.0,84400.0,103660.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,Postsecondary nondegree award,14600.0,7.4273,1.5,25.72,53500.0,0.7,23.57,49030.0,36440.0,38960.0,62360.0,77130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,"Some college, no degree",4950.0,2.5162,2.6,19.5,40550.0,1.3,17.73,36870.0,27940.0,30810.0,46930.0,59130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,High school diploma or equivalent,85500.0,43.5035,0.6,25.08,52170.0,0.4,22.48,46750.0,31200.0,37690.0,61070.0,77950.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1800003,Southern Indiana nonmetropolitan area,No formal educational credential,50060.0,25.470599999999997,0.6,17.06,35480.0,0.3,16.41,34120.0,22650.0,27910.0,39730.0,49290.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,Doctoral or professional degree,1820.0,1.8344,4.7,67.92,141270.0,2.8,46.45,96610.0,56850.0,72820.0,154730.0,309180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,Master's degree,2170.0,2.1837,2.6,38.95,81020.0,1.2,35.36,73540.0,42360.0,49490.0,100870.0,130110.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,Bachelor's degree,18620.0,18.7374,1.4,39.64,82440.0,1.1,35.1,73010.0,44830.0,56910.0,94680.0,130200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,Associate's degree,2120.0,2.1356,3.3,28.06,58370.0,0.9,27.2,56580.0,31600.0,42740.0,75260.0,84780.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,Postsecondary nondegree award,7890.0,7.9369,2.0,24.17,50280.0,0.7,22.68,47170.0,36170.0,38980.0,57840.0,66620.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,"Some college, no degree",3510.0,3.5339,3.5,18.53,38550.0,1.7,16.91,35180.0,23500.0,29600.0,45400.0,57390.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,High school diploma or equivalent,38170.0,38.408100000000005,0.7,24.71,51390.0,0.3,23.02,47880.0,32120.0,38320.0,59720.0,74930.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900001,Northeast Iowa nonmetropolitan area,No formal educational credential,25070.0,25.2302,0.7,16.9,35150.0,0.4,16.26,33820.0,21790.0,27680.0,40770.0,48910.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,Doctoral or professional degree,2270.0,1.5563,3.3,60.62,126090.0,2.6,47.18,98130.0,50320.0,67840.0,138230.0,229220.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,Master's degree,2830.0,1.9407,3.4,39.72,82610.0,1.2,35.29,73400.0,43240.0,49850.0,103100.0,129720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,Bachelor's degree,26150.0,17.915399999999998,1.0,39.02,81160.0,0.9,34.68,72130.0,41330.0,52570.0,94800.0,128740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,Associate's degree,2860.0,1.9586999999999999,4.0,28.49,59250.0,1.3,28.3,58850.0,32270.0,42640.0,75300.0,85570.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,Postsecondary nondegree award,12810.0,8.7792,2.6,24.88,51750.0,0.8,23.01,47870.0,36480.0,40200.0,59820.0,73930.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,"Some college, no degree",5110.0,3.4991999999999996,4.6,18.38,38230.0,1.7,16.37,34060.0,23910.0,29810.0,44340.0,57510.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,High school diploma or equivalent,53900.0,36.927,0.7,25.18,52360.0,0.4,23.38,48630.0,33120.0,39310.0,60560.0,77180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,1900002,Northwest Iowa nonmetropolitan area,No formal educational credential,40030.0,27.4236,0.9,17.45,36300.0,0.4,16.88,35110.0,22240.0,28170.0,42820.0,49790.0,BLS OEWS May 2025 special education aggregation
