soc_code,onet_soc_code,occupation_title,education_level,respondent_share_percent,source_date,rank
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,11.22,07/2015,2
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,3.64,07/2015,3
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Doctoral degree,0.45,07/2015,4
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",0.0,07/2015,5
51-4021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,07/2015,6
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,82.3,07/2016,1
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,17.7,07/2016,2
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,0.0,07/2016,3
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",0.0,07/2016,4
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,07/2016,5
51-4022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,07/2016,6
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,74.21,08/2018,1
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,12.57,08/2018,2
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",9.86,08/2018,3
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,3.36,08/2018,4
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,08/2018,5
51-4023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,08/2018,6
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,63.43,08/2025,1
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,34.85,08/2025,2
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,0.86,08/2025,3
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",0.86,08/2025,4
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,08/2025,5
51-4031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,08/2025,6
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,56.88,08/2022,1
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",12.19,08/2022,2
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,12.11,08/2022,3
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,9.76,08/2022,4
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,7.12,08/2022,5
51-4032,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,1.94,08/2022,6
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,80.11,07/2016,1
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,14.28,07/2016,2
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",4.2,07/2016,3
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,1.42,07/2016,4
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,07/2016,5
51-4033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,07/2016,6
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,31.64,08/2024,1
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",28.86,08/2024,2
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,18.19,08/2024,3
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,11.58,08/2024,4
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",First professional degree,9.62,08/2024,5
51-4034,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Post-doctoral training,0.1,08/2024,6
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,47.3,08/2023,1
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,18.83,08/2023,2
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,15.03,08/2023,3
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,9.7,08/2023,4
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",9.13,08/2023,5
51-4035,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,08/2023,6
51-4041,51-4041.00,Machinists,High school diploma or equivalent,35.91,08/2020,1
51-4041,51-4041.00,Machinists,Post-secondary certificate,33.12,08/2020,2
51-4041,51-4041.00,Machinists,"Some college, no degree",17.34,08/2020,3
51-4041,51-4041.00,Machinists,Less than high school diploma,13.63,08/2020,4
51-4041,51-4041.00,Machinists,Associate's degree,0.0,08/2020,5
51-4041,51-4041.00,Machinists,Bachelor's degree,0.0,08/2020,6
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Post-secondary certificate,0.0,08/2018,1
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,"Some college, no degree",0.0,08/2018,2
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Associate's degree,0.0,08/2018,3
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Bachelor's degree,0.0,08/2018,4
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Post-baccalaureate certificate,0.0,08/2018,5
51-4051,51-4051.00,Metal-Refining Furnace Operators and Tenders,Master's degree,0.0,08/2018,6
51-4052,51-4052.00,"Pourers and Casters, Metal",High school diploma or equivalent,79.96,08/2024,1
51-4052,51-4052.00,"Pourers and Casters, Metal",Less than high school diploma,20.04,08/2024,2
51-4052,51-4052.00,"Pourers and Casters, Metal",Post-secondary certificate,0.0,08/2024,3
51-4052,51-4052.00,"Pourers and Casters, Metal","Some college, no degree",0.0,08/2024,4
51-4052,51-4052.00,"Pourers and Casters, Metal",Associate's degree,0.0,08/2024,5
51-4052,51-4052.00,"Pourers and Casters, Metal",Bachelor's degree,0.0,08/2024,6
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Post-secondary certificate,37.73,08/2025,1
51-4061,51-4061.00,"Model Makers, Metal and Plastic","Some college, no degree",15.48,08/2025,2
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Associate's degree,4.96,08/2025,3
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Post-master's certificate,0.83,08/2025,4
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Less than high school diploma,0.0,08/2025,5
51-4061,51-4061.00,"Model Makers, Metal and Plastic",Bachelor's degree,0.0,08/2025,6
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",High school diploma or equivalent,33.48,07/2017,1
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Post-secondary certificate,15.0,07/2017,2
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Less than high school diploma,8.68,07/2017,3
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Associate's degree,2.47,07/2017,4
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Bachelor's degree,0.11,07/2017,5
51-4062,51-4062.00,"Patternmakers, Metal and Plastic",Post-baccalaureate certificate,0.0,07/2017,6
51-4071,51-4071.00,Foundry Mold and Coremakers,High school diploma or equivalent,64.37,08/2023,1
51-4071,51-4071.00,Foundry Mold and Coremakers,Less than high school diploma,35.63,08/2023,2
51-4071,51-4071.00,Foundry Mold and Coremakers,Post-secondary certificate,0.0,08/2023,3
51-4071,51-4071.00,Foundry Mold and Coremakers,"Some college, no degree",0.0,08/2023,4
51-4071,51-4071.00,Foundry Mold and Coremakers,Associate's degree,0.0,08/2023,5
51-4071,51-4071.00,Foundry Mold and Coremakers,Bachelor's degree,0.0,08/2023,6
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,56.98,07/2016,1
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,30.31,07/2016,2
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,11.15,07/2016,3
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",1.56,07/2016,4
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,07/2016,5
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,07/2016,6
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,81.65,08/2021,1
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,7.64,08/2021,2
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",5.64,08/2021,3
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,3.94,08/2021,4
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,1.13,08/2021,5
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,08/2021,6
51-4111,51-4111.00,Tool and Die Makers,Post-secondary certificate,40.85,08/2021,1
51-4111,51-4111.00,Tool and Die Makers,High school diploma or equivalent,39.61,08/2021,2
51-4111,51-4111.00,Tool and Die Makers,Associate's degree,9.87,08/2021,3
51-4111,51-4111.00,Tool and Die Makers,Less than high school diploma,9.67,08/2021,4
51-4111,51-4111.00,Tool and Die Makers,"Some college, no degree",0.0,08/2021,5
51-4111,51-4111.00,Tool and Die Makers,Bachelor's degree,0.0,08/2021,6
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",High school diploma or equivalent,53.55,08/2022,1
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Less than high school diploma,20.83,08/2022,2
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Post-secondary certificate,11.64,08/2022,3
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers","Some college, no degree",11.28,08/2022,4
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Associate's degree,1.75,08/2022,5
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Bachelor's degree,0.94,08/2022,6
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",High school diploma or equivalent,32.0,08/2024,1
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Less than high school diploma,21.79,08/2024,2
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Associate's degree,0.0,08/2024,3
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Bachelor's degree,0.0,08/2024,4
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Post-baccalaureate certificate,0.0,08/2024,5
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Master's degree,0.0,08/2024,6
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,69.85,07/2016,1
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,20.06,07/2016,2
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,9.81,07/2016,3
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.28,07/2016,4
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",0.0,07/2016,5
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,0.0,07/2016,6
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",High school diploma or equivalent,60.01,08/2018,1
51-4192,51-4192.00,"Layout Workers, Metal and Plastic","Some college, no degree",14.54,08/2018,2
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Post-secondary certificate,11.59,08/2018,3
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Associate's degree,8.99,08/2018,4
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Less than high school diploma,4.88,08/2018,5
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Bachelor's degree,0.0,08/2018,6
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Less than high school diploma,49.2,07/2016,1
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",High school diploma or equivalent,46.75,07/2016,2
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Bachelor's degree,3.43,07/2016,3
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Some college, no degree",0.62,07/2016,4
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Post-secondary certificate,0.0,07/2016,5
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Associate's degree,0.0,07/2016,6
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",High school diploma or equivalent,44.99,07/2016,1
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Post-secondary certificate,35.67,07/2016,2
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Less than high school diploma,13.28,07/2016,3
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Associate's degree,6.07,07/2016,4
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners","Some college, no degree",0.0,07/2016,5
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Bachelor's degree,0.0,07/2016,6
51-5111,51-5111.00,Prepress Technicians and Workers,High school diploma or equivalent,39.34,07/2016,1
51-5111,51-5111.00,Prepress Technicians and Workers,Associate's degree,23.19,07/2016,2
51-5111,51-5111.00,Prepress Technicians and Workers,"Some college, no degree",20.65,07/2016,3
51-5111,51-5111.00,Prepress Technicians and Workers,Post-secondary certificate,9.47,07/2016,4
51-5111,51-5111.00,Prepress Technicians and Workers,Bachelor's degree,5.2,07/2016,5
51-5111,51-5111.00,Prepress Technicians and Workers,Less than high school diploma,2.14,07/2016,6
51-5112,51-5112.00,Printing Press Operators,High school diploma or equivalent,73.17,08/2020,1
51-5112,51-5112.00,Printing Press Operators,Post-secondary certificate,19.46,08/2020,2
51-5112,51-5112.00,Printing Press Operators,"Some college, no degree",6.15,08/2020,3
51-5112,51-5112.00,Printing Press Operators,Less than high school diploma,1.22,08/2020,4
51-5112,51-5112.00,Printing Press Operators,Associate's degree,0.0,08/2020,5
51-5112,51-5112.00,Printing Press Operators,Bachelor's degree,0.0,08/2020,6
51-5113,51-5113.00,Print Binding and Finishing Workers,High school diploma or equivalent,87.93,07/2015,1
51-5113,51-5113.00,Print Binding and Finishing Workers,Less than high school diploma,4.35,07/2015,2
51-5113,51-5113.00,Print Binding and Finishing Workers,Post-secondary certificate,3.79,07/2015,3
51-5113,51-5113.00,Print Binding and Finishing Workers,Associate's degree,2.78,07/2015,4
51-5113,51-5113.00,Print Binding and Finishing Workers,"Some college, no degree",1.16,07/2015,5
51-5113,51-5113.00,Print Binding and Finishing Workers,Bachelor's degree,0.0,07/2015,6
51-6011,51-6011.00,Laundry and Dry-Cleaning Workers,Less than high school diploma,65.22,07/2015,1
51-6011,51-6011.00,Laundry and Dry-Cleaning Workers,High school diploma or equivalent,34.16,07/2015,2
51-6011,51-6011.00,Laundry and Dry-Cleaning Workers,Post-secondary certificate,0.62,07/2015,3
51-6011,51-6011.00,Laundry and Dry-Cleaning Workers,"Some college, no degree",0.0,07/2015,4
51-6011,51-6011.00,Laundry and Dry-Cleaning Workers,Associate's degree,0.0,07/2015,5
51-6011,51-6011.00,Laundry and Dry-Cleaning Workers,Bachelor's degree,0.0,07/2015,6
51-6021,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Less than high school diploma,59.18,07/2017,1
51-6021,51-6021.00,"Pressers, Textile, Garment, and Related Materials",High school diploma or equivalent,25.62,07/2017,2
51-6021,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Doctoral degree,14.15,07/2017,3
51-6021,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Associate's degree,1.05,07/2017,4
51-6021,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Post-secondary certificate,0.0,07/2017,5
51-6021,51-6021.00,"Pressers, Textile, Garment, and Related Materials","Some college, no degree",0.0,07/2017,6
51-6031,51-6031.00,Sewing Machine Operators,Less than high school diploma,52.93,07/2017,1
51-6031,51-6031.00,Sewing Machine Operators,High school diploma or equivalent,41.37,07/2017,2
51-6031,51-6031.00,Sewing Machine Operators,Associate's degree,4.97,07/2017,3
51-6031,51-6031.00,Sewing Machine Operators,Post-secondary certificate,0.72,07/2017,4
51-6031,51-6031.00,Sewing Machine Operators,"Some college, no degree",0.0,07/2017,5
51-6031,51-6031.00,Sewing Machine Operators,Bachelor's degree,0.0,07/2017,6
51-6041,51-6041.00,Shoe and Leather Workers and Repairers,High school diploma or equivalent,56.39,08/2022,1
51-6041,51-6041.00,Shoe and Leather Workers and Repairers,Less than high school diploma,43.61,08/2022,2
51-6041,51-6041.00,Shoe and Leather Workers and Repairers,Post-secondary certificate,0.0,08/2022,3
51-6041,51-6041.00,Shoe and Leather Workers and Repairers,"Some college, no degree",0.0,08/2022,4
51-6041,51-6041.00,Shoe and Leather Workers and Repairers,Associate's degree,0.0,08/2022,5
51-6041,51-6041.00,Shoe and Leather Workers and Repairers,Bachelor's degree,0.0,08/2022,6
51-6042,51-6042.00,Shoe Machine Operators and Tenders,High school diploma or equivalent,38.0,08/2024,1
51-6042,51-6042.00,Shoe Machine Operators and Tenders,"Some college, no degree",15.31,08/2024,2
51-6042,51-6042.00,Shoe Machine Operators and Tenders,Associate's degree,0.29,08/2024,3
51-6042,51-6042.00,Shoe Machine Operators and Tenders,Post-secondary certificate,0.0,08/2024,4
51-6042,51-6042.00,Shoe Machine Operators and Tenders,Bachelor's degree,0.0,08/2024,5
51-6042,51-6042.00,Shoe Machine Operators and Tenders,Post-baccalaureate certificate,0.0,08/2024,6
51-6051,51-6051.00,"Sewers, Hand",Less than high school diploma,82.18,08/2024,1
51-6051,51-6051.00,"Sewers, Hand",High school diploma or equivalent,10.83,08/2024,2
51-6051,51-6051.00,"Sewers, Hand","Some college, no degree",4.06,08/2024,3
51-6051,51-6051.00,"Sewers, Hand",Associate's degree,2.03,08/2024,4
51-6051,51-6051.00,"Sewers, Hand",First professional degree,0.52,08/2024,5
51-6051,51-6051.00,"Sewers, Hand",Post-secondary certificate,0.38,08/2024,6
51-6052,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",High school diploma or equivalent,57.66,08/2020,1
51-6052,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Less than high school diploma,16.87,08/2020,2
51-6052,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Post-secondary certificate,16.01,08/2020,3
51-6052,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Bachelor's degree,9.46,08/2020,4
51-6052,51-6052.00,"Tailors, Dressmakers, and Custom Sewers","Some college, no degree",0.0,08/2020,5
51-6052,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Associate's degree,0.0,08/2020,6
51-6061,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,High school diploma or equivalent,55.98,08/2023,1
51-6061,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Less than high school diploma,35.33,08/2023,2
51-6061,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Associate's degree,6.44,08/2023,3
51-6061,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,"Some college, no degree",2.26,08/2023,4
51-6061,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Post-secondary certificate,0.0,08/2023,5
51-6061,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Bachelor's degree,0.0,08/2023,6
51-6062,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",High school diploma or equivalent,67.69,08/2019,1
51-6062,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Less than high school diploma,32.31,08/2019,2
51-6062,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Post-secondary certificate,0.0,08/2019,3
51-6062,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders","Some college, no degree",0.0,08/2019,4
51-6062,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Associate's degree,0.0,08/2019,5
51-6062,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Bachelor's degree,0.0,08/2019,6
51-6063,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",High school diploma or equivalent,94.68,08/2023,1
51-6063,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Less than high school diploma,5.32,08/2023,2
51-6063,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Post-secondary certificate,0.0,08/2023,3
51-6063,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Some college, no degree",0.0,08/2023,4
51-6063,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Associate's degree,0.0,08/2023,5
51-6063,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Bachelor's degree,0.0,08/2023,6
51-6064,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Less than high school diploma,53.84,08/2019,1
51-6064,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",High school diploma or equivalent,46.16,08/2019,2
51-6064,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Post-secondary certificate,0.0,08/2019,3
51-6064,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Some college, no degree",0.0,08/2019,4
51-6064,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Associate's degree,0.0,08/2019,5
51-6064,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Bachelor's degree,0.0,08/2019,6
51-6091,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",High school diploma or equivalent,74.09,08/2019,1
51-6091,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Less than high school diploma,19.43,08/2019,2
51-6091,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Post-secondary certificate,6.48,08/2019,3
51-6091,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Some college, no degree",0.0,08/2019,4
51-6091,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Associate's degree,0.0,08/2019,5
51-6091,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Bachelor's degree,0.0,08/2019,6
51-6092,51-6092.00,Fabric and Apparel Patternmakers,High school diploma or equivalent,40.66,07/2016,1
51-6092,51-6092.00,Fabric and Apparel Patternmakers,Bachelor's degree,26.36,07/2016,2
51-6092,51-6092.00,Fabric and Apparel Patternmakers,"Some college, no degree",18.58,07/2016,3
51-6092,51-6092.00,Fabric and Apparel Patternmakers,Post-secondary certificate,11.53,07/2016,4
51-6092,51-6092.00,Fabric and Apparel Patternmakers,Less than high school diploma,2.86,07/2016,5
51-6092,51-6092.00,Fabric and Apparel Patternmakers,Associate's degree,0.0,07/2016,6
51-6093,51-6093.00,Upholsterers,High school diploma or equivalent,56.18,07/2016,1
51-6093,51-6093.00,Upholsterers,Less than high school diploma,43.82,07/2016,2
51-6093,51-6093.00,Upholsterers,Post-secondary certificate,0.0,07/2016,3
51-6093,51-6093.00,Upholsterers,"Some college, no degree",0.0,07/2016,4
51-6093,51-6093.00,Upholsterers,Associate's degree,0.0,07/2016,5
51-6093,51-6093.00,Upholsterers,Bachelor's degree,0.0,07/2016,6
51-7011,51-7011.00,Cabinetmakers and Bench Carpenters,High school diploma or equivalent,62.02,07/2015,1
51-7011,51-7011.00,Cabinetmakers and Bench Carpenters,Post-secondary certificate,26.62,07/2015,2
51-7011,51-7011.00,Cabinetmakers and Bench Carpenters,Less than high school diploma,11.36,07/2015,3
51-7011,51-7011.00,Cabinetmakers and Bench Carpenters,"Some college, no degree",0.0,07/2015,4
51-7011,51-7011.00,Cabinetmakers and Bench Carpenters,Associate's degree,0.0,07/2015,5
51-7011,51-7011.00,Cabinetmakers and Bench Carpenters,Bachelor's degree,0.0,07/2015,6
51-7021,51-7021.00,Furniture Finishers,High school diploma or equivalent,61.21,07/2017,1
51-7021,51-7021.00,Furniture Finishers,Less than high school diploma,35.54,07/2017,2
51-7021,51-7021.00,Furniture Finishers,Post-secondary certificate,3.25,07/2017,3
51-7021,51-7021.00,Furniture Finishers,"Some college, no degree",0.0,07/2017,4
51-7021,51-7021.00,Furniture Finishers,Associate's degree,0.0,07/2017,5
51-7021,51-7021.00,Furniture Finishers,Bachelor's degree,0.0,07/2017,6
51-7031,51-7031.00,"Model Makers, Wood",Post-secondary certificate,30.84,08/2024,1
